Date,Open,High,Low,Close
02-06-2016 10:15,1529.9695,1530.5656,1528.976,1529.9695
02-06-2016 10:20,1530.9132,1530.9132,1529.5225,1529.9695
02-06-2016 10:25,1529.9695,1529.9695,1528.976,1529.9695
02-06-2016 10:30,1529.9695,1531.3604,1529.1747,1530.7146
02-06-2016 10:35,1531.1121,1534.9369,1530.7643,1532.5525
02-06-2016 10:40,1532.8506,1534.8872,1532.7512,1533.0492
02-06-2016 10:45,1534.2911,1534.2911,1532.0061,1533.4963
02-06-2016 10:50,1532.95,1532.95,1531.3604,1531.6088
02-06-2016 10:55,1531.5591,1532.95,1531.3107,1532.2545
02-06-2016 11:00,1531.9564,1532.7512,1528.2308,1529.1747
02-06-2016 11:05,1529.3237,1532.95,1528.8767,1532.95
02-06-2016 11:10,1532.95,1534.9369,1532.95,1534.4402
02-06-2016 11:15,1534.8375,1534.8375,1533.7448,1534.4899
02-06-2016 11:20,1534.4899,1538.9109,1534.4402,1535.5826
02-06-2016 11:25,1535.533,1535.9304,1531.1121,1531.9067
02-06-2016 11:30,1531.9564,1532.95,1531.0623,1532.3539
02-06-2016 11:35,1531.9564,1532.95,1531.6583,1531.6583
02-06-2016 11:40,1532.0558,1532.95,1531.5094,1532.9001
02-06-2016 11:45,1532.9001,1533.8441,1531.9564,1532.95
02-06-2016 11:50,1532.95,1536.9736,1531.8074,1535.9304
02-06-2016 11:55,1535.9304,1536.4271,1533.1486,1534.9369
02-06-2016 12:00,1534.9369,1535.235,1533.7943,1534.6388
02-06-2016 12:05,1534.5394,1535.8311,1534.1421,1534.8872
02-06-2016 12:10,1534.9369,1535.1853,1533.7448,1534.1918
02-06-2016 12:15,1534.7383,1535.9304,1533.6453,1533.8937
02-06-2016 12:20,1533.6951,1534.9369,1533.4963,1533.8937
02-06-2016 12:25,1533.8937,1533.9434,1532.95,1533.6453
02-06-2016 12:30,1533.8937,1533.9434,1533.6453,1533.6453
02-06-2016 12:35,1533.6453,1533.9434,1531.1121,1531.1121
02-06-2016 12:40,1531.1616,1531.9564,1530.963,1531.5094
02-06-2016 12:45,1531.5094,1531.9564,1531.5094,1531.8572
02-06-2016 12:50,1531.9067,1532.8506,1530.963,1531.5591
02-06-2016 12:55,1531.9564,1531.9564,1531.6583,1531.9067
02-06-2016 13:00,1531.9067,1532.5525,1531.7081,1531.8572
02-06-2016 13:05,1531.9564,1531.9564,1531.4597,1531.8074
02-06-2016 13:10,1531.8572,1532.5029,1531.0127,1531.9564
02-06-2016 13:15,1531.9564,1532.95,1531.6088,1532.95
02-06-2016 13:20,1533.7448,1534.0427,1531.2611,1532.95
02-06-2016 13:25,1532.9001,1532.95,1532.5525,1532.5525
02-06-2016 13:30,1532.4531,1532.95,1530.963,1532.4034
02-06-2016 13:35,1532.6519,1532.8009,1531.9564,1532.4531
02-06-2016 13:40,1531.9564,1532.4531,1531.0127,1532.0061
02-06-2016 13:45,1531.9564,1532.95,1531.5591,1532.95
02-06-2016 13:50,1532.95,1533.1486,1529.9695,1532.7512
02-06-2016 13:55,1532.5525,1532.95,1531.6088,1532.9001
02-06-2016 14:00,1532.9001,1532.95,1532.5029,1532.95
02-06-2016 14:05,1532.95,1534.8375,1532.5029,1534.8375
02-06-2016 14:10,1534.8375,1535.8311,1533.8441,1534.9866
02-06-2016 14:15,1535.0859,1535.7814,1533.4467,1534.9866
02-06-2016 14:20,1534.9369,1535.8806,1532.95,1533.9434
02-06-2016 14:25,1533.9434,1535.9304,1533.546,1535.4336
02-06-2016 14:30,1534.9866,1535.8806,1534.1421,1534.9369
02-06-2016 14:35,1534.9369,1535.9304,1533.9932,1535.5826
02-06-2016 14:40,1534.1421,1537.8677,1533.7943,1536.8741
02-06-2016 14:45,1537.5697,1537.5697,1533.8937,1534.5394
02-06-2016 14:50,1533.9932,1537.9174,1533.546,1537.9174
02-06-2016 14:55,1537.4207,1538.9109,1535.6323,1536.129
02-06-2016 15:00,1536.129,1537.7188,1534.9369,1536.3278
02-06-2016 15:05,1535.9801,1536.8246,1535.8806,1536.5265
02-06-2016 15:10,1536.5265,1538.1658,1533.1982,1533.9434
02-06-2016 15:15,1533.9434,1537.8677,1533.1982,1537.8677
02-06-2016 15:20,1537.818,1539.8546,1534.3408,1537.0232
02-06-2016 15:25,1537.0232,1541.8914,1534.9369,1541.8914
03-06-2016 09:15,1540.8978,1542.8351,1535.9304,1535.9304
03-06-2016 09:20,1536.0297,1537.7188,1534.9369,1537.7188
03-06-2016 09:25,1537.4207,1537.818,1535.682,1537.3213
03-06-2016 09:30,1537.6193,1538.5631,1535.9304,1536.2285
03-06-2016 09:35,1537.3213,1537.818,1536.3278,1537.818
03-06-2016 09:40,1537.7683,1537.7683,1534.9369,1534.9866
03-06-2016 09:45,1534.9369,1536.0297,1530.3171,1531.2113
03-06-2016 09:50,1531.7081,1532.9996,1531.1616,1531.2113
03-06-2016 09:55,1531.9067,1531.9067,1528.5786,1531.5094
03-06-2016 10:00,1531.6088,1531.6088,1528.976,1530.3171
03-06-2016 10:05,1530.2179,1530.963,1528.976,1529.2244
03-06-2016 10:10,1529.2244,1531.2611,1527.7838,1529.572
03-06-2016 10:15,1529.9695,1530.4165,1528.6779,1529.2244
03-06-2016 10:20,1528.6779,1530.4662,1528.6779,1529.2244
03-06-2016 10:25,1529.2244,1529.9198,1528.3302,1529.2244
03-06-2016 10:30,1529.2244,1530.9132,1528.4792,1530.0192
03-06-2016 10:35,1530.4165,1532.95,1529.5225,1530.0192
03-06-2016 10:40,1530.963,1532.95,1530.963,1531.6088
03-06-2016 10:45,1532.95,1532.95,1529.7211,1531.0623
03-06-2016 10:50,1531.0623,1533.6453,1530.814,1531.8572
03-06-2016 10:55,1531.9564,1534.3408,1530.963,1532.0061
03-06-2016 11:00,1532.8506,1536.9238,1530.3171,1535.533
03-06-2016 11:05,1536.7748,1538.1658,1534.9369,1535.1853
03-06-2016 11:10,1535.4336,1536.6257,1534.0427,1535.1853
03-06-2016 11:15,1535.2845,1536.4768,1534.9369,1535.4834
03-06-2016 11:20,1535.6323,1537.9174,1535.6323,1536.5762
03-06-2016 11:25,1536.5762,1537.6689,1534.9866,1535.235
03-06-2016 11:30,1535.4834,1539.656,1535.4834,1539.1095
03-06-2016 11:35,1538.8611,1539.9043,1537.9174,1538.9109
03-06-2016 11:40,1538.9606,1540.8978,1538.9109,1540.0533
03-06-2016 11:45,1539.9043,1540.8978,1539.3082,1539.3082
03-06-2016 11:50,1540.103,1540.8978,1539.7552,1539.9043
03-06-2016 11:55,1539.9043,1542.3881,1539.1095,1541.5436
03-06-2016 12:00,1541.5436,1542.8848,1539.9541,1542.09
03-06-2016 12:05,1542.1895,1545.8652,1541.8416,1545.3685
03-06-2016 12:10,1545.3685,1545.8156,1542.8848,1542.8848
03-06-2016 12:15,1542.8848,1544.7228,1541.8914,1544.7228
03-06-2016 12:20,1544.1267,1544.8718,1542.8848,1543.928
03-06-2016 12:25,1544.822,1544.8718,1542.9346,1544.8718
03-06-2016 12:30,1544.8718,1553.9622,1544.6731,1551.3295
03-06-2016 12:35,1551.3295,1552.7699,1548.8457,1552.2236
03-06-2016 12:40,1551.4287,1551.7765,1549.2432,1549.8392
03-06-2016 12:45,1549.8392,1551.6771,1547.8025,1549.0443
03-06-2016 12:50,1549.1438,1550.0875,1546.66,1546.7097
03-06-2016 12:55,1546.7594,1547.8025,1544.8718,1545.8652
03-06-2016 13:00,1545.4182,1545.8652,1544.0273,1545.1201
03-06-2016 13:05,1545.3685,1545.8652,1543.7789,1544.4744
03-06-2016 13:10,1544.4248,1544.8718,1543.8783,1544.2758
03-06-2016 13:15,1544.375,1544.8718,1539.507,1540.6992
03-06-2016 13:20,1540.6992,1541.5933,1535.682,1537.1722
03-06-2016 13:25,1536.9238,1539.1592,1536.7252,1537.818
03-06-2016 13:30,1537.1226,1537.7683,1532.4034,1534.5892
03-06-2016 13:35,1534.9369,1537.0232,1533.9434,1533.9434
03-06-2016 13:40,1533.9434,1535.5826,1530.0688,1531.9564
03-06-2016 13:45,1532.3041,1532.6022,1531.1121,1531.9067
03-06-2016 13:50,1531.9067,1531.9564,1531.0623,1531.1616
03-06-2016 13:55,1531.1616,1533.8441,1531.1616,1531.9564
03-06-2016 14:00,1531.9564,1531.9564,1525.0021,1528.4296
03-06-2016 14:05,1529.8204,1530.9132,1525.9955,1530.2179
03-06-2016 14:10,1530.4662,1530.9132,1529.9695,1530.8636
03-06-2016 14:15,1530.8636,1531.4597,1529.9695,1530.0192
03-06-2016 14:20,1530.2179,1531.1121,1529.9198,1529.9695
03-06-2016 14:25,1529.9695,1530.963,1529.7211,1530.3669
03-06-2016 14:30,1530.7643,1530.963,1528.3302,1528.4792
03-06-2016 14:35,1528.6283,1530.963,1528.5289,1530.7146
03-06-2016 14:40,1530.963,1532.5525,1529.6218,1530.0192
03-06-2016 14:45,1529.9695,1530.9132,1528.2806,1529.9695
03-06-2016 14:50,1529.9695,1530.963,1528.3302,1528.3302
03-06-2016 14:55,1528.3302,1529.6714,1523.015,1527.2374
03-06-2016 15:00,1528.0322,1530.6649,1525.5485,1528.8269
03-06-2016 15:05,1528.8269,1531.4597,1527.0387,1530.0688
03-06-2016 15:10,1530.963,1531.4597,1525.3994,1530.7146
03-06-2016 15:15,1526.989,1531.4597,1525.0021,1529.9695
03-06-2016 15:20,1529.572,1530.1681,1525.0021,1528.976
03-06-2016 15:25,1528.2308,1529.4728,1521.6738,1529.4728
06-06-2016 09:15,1532.5029,1533.2976,1528.976,1530.8636
06-06-2016 09:20,1530.5656,1531.9564,1527.6348,1528.976
06-06-2016 09:25,1528.976,1531.3604,1525.3002,1528.976
06-06-2016 09:30,1529.0258,1529.9695,1528.976,1528.976
06-06-2016 09:35,1528.976,1529.8701,1527.8335,1529.8701
06-06-2016 09:40,1529.2244,1529.572,1526.989,1529.572
06-06-2016 09:45,1529.6714,1530.1681,1529.2244,1529.2244
06-06-2016 09:50,1529.3237,1529.6714,1528.5289,1529.4728
06-06-2016 09:55,1529.572,1531.41,1529.0258,1530.9132
06-06-2016 10:00,1530.963,1531.3604,1528.976,1529.4728
06-06-2016 10:05,1528.4792,1530.1681,1528.4792,1530.1681
06-06-2016 10:10,1530.2676,1531.9564,1527.9825,1530.7146
06-06-2016 10:15,1530.7146,1531.1121,1529.4728,1530.0192
06-06-2016 10:20,1530.0192,1530.4165,1529.7211,1529.7211
06-06-2016 10:25,1530.3171,1530.7146,1528.976,1529.9695
06-06-2016 10:30,1529.5225,1530.814,1529.4728,1529.9695
06-06-2016 10:35,1530.1185,1530.1185,1529.4728,1529.4728
06-06-2016 10:40,1529.9695,1529.9695,1528.9263,1529.5225
06-06-2016 10:45,1529.9695,1529.9695,1529.572,1529.8701
06-06-2016 10:50,1529.8204,1530.963,1528.8269,1529.0258
06-06-2016 10:55,1529.8701,1530.4662,1528.8767,1529.2244
06-06-2016 11:00,1529.7211,1530.2179,1529.1747,1529.1747
06-06-2016 11:05,1529.1747,1530.963,1528.976,1530.963
06-06-2016 11:10,1529.9695,1530.963,1529.5225,1530.2179
06-06-2016 11:15,1529.9695,1530.0688,1529.4728,1529.4728
06-06-2016 11:20,1529.4728,1529.9695,1529.0258,1529.1747
06-06-2016 11:25,1529.2244,1529.9695,1527.1876,1529.125
06-06-2016 11:30,1529.9695,1529.9695,1524.3066,1528.976
06-06-2016 11:35,1528.8269,1529.5225,1527.4857,1527.9825
06-06-2016 11:40,1527.8335,1528.7277,1525.9955,1528.6779
06-06-2016 11:45,1528.8269,1529.3237,1527.1876,1527.9825
06-06-2016 11:50,1528.9263,1528.9263,1527.0387,1528.7773
06-06-2016 11:55,1528.4792,1529.3237,1528.4792,1528.5289
06-06-2016 12:00,1529.3237,1529.9695,1528.4296,1529.3734
06-06-2016 12:05,1529.3734,1529.8204,1528.7277,1529.6218
06-06-2016 12:10,1528.976,1529.8204,1528.7277,1529.7211
06-06-2016 12:15,1528.2806,1529.1747,1527.4857,1528.976
06-06-2016 12:20,1528.1812,1529.7709,1528.1812,1528.4296
06-06-2016 12:25,1528.5786,1530.4165,1528.3799,1528.5289
06-06-2016 12:30,1529.7211,1529.9695,1529.2244,1529.9198
06-06-2016 12:35,1529.9198,1529.9695,1528.4792,1529.423
06-06-2016 12:40,1529.9695,1529.9695,1528.0818,1528.1316
06-06-2016 12:45,1528.1812,1528.7773,1526.84,1526.989
06-06-2016 12:50,1527.5851,1527.7838,1526.2936,1526.989
06-06-2016 12:55,1526.6909,1527.6348,1526.0948,1526.6414
06-06-2016 13:00,1527.1876,1527.1876,1526.6414,1526.7406
06-06-2016 13:05,1526.6909,1527.1876,1526.2936,1527.0884
06-06-2016 13:10,1526.2936,1526.989,1525.0021,1525.7969
06-06-2016 13:15,1525.7969,1526.9393,1525.7969,1526.0948
06-06-2016 13:20,1526.0948,1526.3929,1525.7969,1525.7969
06-06-2016 13:25,1525.7969,1526.8896,1525.1511,1525.7969
06-06-2016 13:30,1525.1511,1526.0453,1525.0021,1525.0021
06-06-2016 13:35,1525.3994,1525.9458,1524.2072,1525.5485
06-06-2016 13:40,1525.7472,1528.8767,1524.6046,1527.1381
06-06-2016 13:45,1527.0387,1527.9825,1525.4988,1525.5485
06-06-2016 13:50,1525.5485,1526.9393,1525.4988,1526.7406
06-06-2016 13:55,1526.7904,1527.7838,1525.6478,1526.8896
06-06-2016 14:00,1527.0884,1527.0884,1525.0021,1525.1013
06-06-2016 14:05,1525.0518,1526.6909,1525.0021,1525.0518
06-06-2016 14:10,1525.0021,1526.2936,1524.0085,1525.0518
06-06-2016 14:15,1525.8464,1526.8896,1522.0713,1522.866
06-06-2016 14:20,1523.4125,1525.7969,1522.2202,1523.8099
06-06-2016 14:25,1523.7601,1525.9458,1523.7601,1524.1576
06-06-2016 14:30,1524.3066,1524.6543,1521.0281,1522.3693
06-06-2016 14:35,1523.462,1523.462,1520.5811,1522.0713
06-06-2016 14:40,1522.9158,1523.5118,1521.1771,1522.1707
06-06-2016 14:45,1523.1641,1523.3131,1520.283,1522.6177
06-06-2016 14:50,1522.2699,1523.5118,1521.2267,1522.2202
06-06-2016 14:55,1523.3628,1523.5118,1521.2267,1521.6738
06-06-2016 15:00,1523.5118,1524.9027,1521.5248,1523.015
06-06-2016 15:05,1524.5052,1525.0021,1521.4751,1524.0085
06-06-2016 15:10,1524.0085,1539.9043,1523.015,1524.257
06-06-2016 15:15,1525.0021,1530.3669,1523.1641,1524.1079
06-06-2016 15:20,1524.853,1528.976,1523.015,1524.0085
06-06-2016 15:25,1523.9589,1529.2244,1523.1641,1529.1747
07-06-2016 09:15,1517.4019,1525.0021,1517.4019,1524.6543
07-06-2016 09:20,1524.704,1525.9955,1523.015,1524.0085
07-06-2016 09:25,1524.0085,1531.9564,1524.0085,1529.0753
07-06-2016 09:30,1528.5786,1529.9695,1527.1876,1527.1876
07-06-2016 09:35,1526.989,1528.7277,1525.0021,1526.7406
07-06-2016 09:40,1526.7406,1526.989,1524.0085,1525.8962
07-06-2016 09:45,1525.0021,1525.9955,1524.1079,1525.9955
07-06-2016 09:50,1526.0453,1527.9825,1525.0518,1526.1942
07-06-2016 09:55,1524.9523,1526.989,1522.7169,1525.5485
07-06-2016 10:00,1525.3994,1526.989,1524.9523,1526.84
07-06-2016 10:05,1526.0948,1526.9393,1525.9955,1526.0948
07-06-2016 10:10,1526.0948,1526.4923,1524.9523,1526.3433
07-06-2016 10:15,1526.2936,1527.9825,1525.9955,1527.3865
07-06-2016 10:20,1526.8896,1527.8832,1526.2439,1527.6348
07-06-2016 10:25,1527.6844,1527.9825,1525.8464,1527.9327
07-06-2016 10:30,1527.9825,1527.9825,1527.0387,1527.9825
07-06-2016 10:35,1527.7341,1527.9825,1526.989,1526.989
07-06-2016 10:40,1527.8832,1529.7709,1526.8896,1526.8896
07-06-2016 10:45,1526.7904,1526.7904,1524.7537,1525.0518
07-06-2016 10:50,1525.0518,1527.9825,1524.7537,1527.6348
07-06-2016 10:55,1527.7341,1527.9825,1525.1013,1526.6414
07-06-2016 11:00,1526.6414,1527.7341,1524.4556,1526.7904
07-06-2016 11:05,1527.2374,1527.2374,1525.2007,1525.9955
07-06-2016 11:10,1526.7406,1527.7838,1523.1641,1527.7838
07-06-2016 11:15,1527.7838,1529.4728,1526.989,1528.4792
07-06-2016 11:20,1528.4792,1528.4792,1527.0884,1527.9825
07-06-2016 11:25,1527.9825,1528.4792,1526.989,1526.989
07-06-2016 11:30,1528.4792,1533.9434,1527.5355,1530.4662
07-06-2016 11:35,1530.4165,1531.5094,1529.125,1529.572
07-06-2016 11:40,1529.7709,1531.41,1529.6218,1530.963
07-06-2016 11:45,1530.2179,1531.4597,1529.0258,1529.9695
07-06-2016 11:50,1529.9695,1530.4662,1527.9825,1529.9695
07-06-2016 11:55,1529.9695,1530.4662,1528.7277,1529.9695
07-06-2016 12:00,1529.9695,1535.7814,1529.3237,1535.7814
07-06-2016 12:05,1533.4963,1537.818,1533.0492,1537.818
07-06-2016 12:10,1537.7683,1537.7683,1534.5892,1536.6755
07-06-2016 12:15,1536.6755,1537.2219,1532.8506,1536.9238
07-06-2016 12:20,1536.9238,1537.7188,1535.1355,1537.3708
07-06-2016 12:25,1537.4207,1539.507,1535.682,1539.507
07-06-2016 12:30,1539.507,1542.8848,1537.1226,1541.6926
07-06-2016 12:35,1541.3945,1544.375,1539.1592,1542.2887
07-06-2016 12:40,1544.375,1545.6666,1537.5697,1541.792
07-06-2016 12:45,1541.792,1543.8286,1538.0664,1543.8286
07-06-2016 12:50,1543.6299,1544.0273,1540.5502,1541.8914
07-06-2016 12:55,1541.8416,1542.7855,1539.7057,1542.4874
07-06-2016 13:00,1541.3945,1541.3945,1539.0101,1540.0037
07-06-2016 13:05,1540.9475,1540.9475,1538.9606,1540.8978
07-06-2016 13:10,1540.8978,1542.09,1540.0533,1541.1959
07-06-2016 13:15,1541.792,1542.4874,1541.5436,1542.0404
07-06-2016 13:20,1542.0404,1542.1396,1540.1527,1541.9906
07-06-2016 13:25,1541.9906,1542.3881,1541.0469,1541.941
07-06-2016 13:30,1542.3881,1544.8718,1541.0469,1543.7789
07-06-2016 13:35,1543.3816,1543.8286,1541.6429,1541.6429
07-06-2016 13:40,1542.3881,1542.7855,1540.8978,1542.7855
07-06-2016 13:45,1542.7855,1542.7855,1540.3018,1540.3018
07-06-2016 13:50,1540.3018,1540.8978,1539.0101,1540.5502
07-06-2016 13:55,1540.8978,1540.8978,1540.0037,1540.8978
07-06-2016 14:00,1540.8978,1541.2455,1535.3344,1535.3344
07-06-2016 14:05,1535.4834,1535.9304,1532.3539,1533.9434
07-06-2016 14:10,1533.1982,1534.0427,1532.5029,1533.2976
07-06-2016 14:15,1533.8441,1533.8937,1531.6583,1532.0558
07-06-2016 14:20,1532.8009,1532.95,1526.7406,1529.9695
07-06-2016 14:25,1530.2179,1532.8506,1529.2244,1532.8506
07-06-2016 14:30,1531.9564,1533.8937,1531.7081,1533.6453
07-06-2016 14:35,1533.4467,1535.235,1530.2676,1530.2676
07-06-2016 14:40,1530.4165,1530.4165,1527.2374,1527.6348
07-06-2016 14:45,1528.6779,1529.8701,1527.3367,1528.7277
07-06-2016 14:50,1528.976,1529.7211,1527.5355,1528.976
07-06-2016 14:55,1528.9263,1528.976,1526.6909,1528.9263
07-06-2016 15:00,1528.9263,1529.9695,1528.3302,1529.9695
07-06-2016 15:05,1529.9198,1531.7081,1529.423,1530.963
07-06-2016 15:10,1530.963,1531.41,1529.2244,1530.9132
07-06-2016 15:15,1530.1681,1531.1616,1529.0753,1530.9132
07-06-2016 15:20,1530.8636,1530.963,1527.8832,1529.9695
07-06-2016 15:25,1529.9695,1539.656,1528.0322,1532.5525
08-06-2016 09:15,1536.7252,1539.9043,1533.1982,1539.8546
08-06-2016 09:20,1539.8546,1539.9043,1536.9238,1539.4076
08-06-2016 09:25,1538.0167,1539.4076,1536.2285,1536.7748
08-06-2016 09:30,1536.8246,1537.4207,1534.9369,1536.129
08-06-2016 09:35,1534.9369,1536.4271,1531.8572,1534.4402
08-06-2016 09:40,1533.2976,1534.4402,1532.6519,1533.4467
08-06-2016 09:45,1532.9996,1534.7383,1532.7015,1534.5394
08-06-2016 09:50,1534.5394,1534.9369,1533.1486,1534.3408
08-06-2016 09:55,1534.7383,1534.7383,1530.0192,1530.0192
08-06-2016 10:00,1530.4662,1530.5656,1528.976,1529.7709
08-06-2016 10:05,1528.976,1530.963,1528.976,1529.0258
08-06-2016 10:10,1530.3171,1530.963,1528.976,1530.0688
08-06-2016 10:15,1530.0688,1530.8636,1529.2244,1529.7211
08-06-2016 10:20,1529.1747,1531.9564,1529.125,1531.7578
08-06-2016 10:25,1530.8636,1532.6022,1530.7643,1531.9564
08-06-2016 10:30,1531.9564,1533.4467,1531.6088,1532.6022
08-06-2016 10:35,1532.8506,1532.95,1532.2048,1532.4034
08-06-2016 10:40,1532.155,1532.7015,1531.4597,1532.6519
08-06-2016 10:45,1532.3539,1532.9996,1530.516,1532.7512
08-06-2016 10:50,1532.7512,1532.7512,1529.5225,1531.9067
08-06-2016 10:55,1531.9067,1532.3041,1531.1121,1531.3604
08-06-2016 11:00,1530.3171,1531.4597,1529.7211,1531.3107
08-06-2016 11:05,1531.3107,1531.4597,1529.9198,1529.9198
08-06-2016 11:10,1529.9198,1530.963,1528.0818,1529.1747
08-06-2016 11:15,1529.1747,1529.8701,1528.3302,1529.6218
08-06-2016 11:20,1529.6218,1529.9198,1528.976,1529.0753
08-06-2016 11:25,1529.274,1529.9695,1528.8269,1529.1747
08-06-2016 11:30,1529.9198,1529.9695,1528.976,1529.4728
08-06-2016 11:35,1529.9695,1529.9695,1529.1747,1529.1747
08-06-2016 11:40,1529.8204,1530.6649,1529.6218,1529.9695
